"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1560226107533791234""",https://twitter.com/AetosIo/status/1560226107533791234,"18 Aug 2022 11:24:26","""Do we have any contacts in #Moldova? A young husky was kicked out of a car by its owner and abandoned. I have a long term foster for the dog in Germany but need transport and rescue back up. He’s exhausted. #Ukraine #UkraineWar https://t.co/ilvjZeft6I""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""1432348073108328451""","""aetosIo""",AetosIo,"""I AM
Y will reach for Me, y will not find Me, there where I go there, Y/fiends cannot follow.
Survivor, surviving.
MY expertise of humans = indifferent fiends.""",Non-Verified,https://twitter.com/AetosIo,260,466,"30-Aug-2021 14:24:29"
"""1560226092664819714""",https://twitter.com/atari101000/status/1560226092664819714,"18 Aug 2022 11:24:22","""Ukrainian doctors report the current situation, such as damage to the local medical system, in Tokyo 
ウクライナの医師らが都内で現地の医療態勢の被害など現状報告 https://t.co/M0gc2qRHDb
#Japan #Ukraine #Ukrainian #UkraineWar https://t.co/31aV46FXxq""",ReTweet,"""Twitter for Android""",0,0,"""""",Japanese,"""52695908""","""atari""",atari101000,"""""",Non-Verified,https://twitter.com/atari101000,259,247,"01-Jul-2009 11:17:40"
"""1560226063711698953""",https://twitter.com/AngelSOArout66/status/1560226063711698953,"18 Aug 2022 11:24:15","""@ElskeKevie25 @Lipsiaan @DrJHAmsterdam @Bijan63 
originele tekeningen
Draad
#UkraineRussiaWar""",ReTweet,"""Twitter for Android""",0,0,"""""",Dutch,"""1550868059665072133""","""Angel SOA""",AngelSOArout66,"""SONS OF ANARCHY #SOA""",Non-Verified,https://twitter.com/AngelSOArout66,6,496,"23-Jul-2022 15:39:36"
"""1560226038139027458""",https://twitter.com/RICHARD71287151/status/1560226038139027458,"18 Aug 2022 11:24:09","""Look at this proud incel vatnik. He gets fussy when he hasn’t had his juice box https://t.co/0vvu2EltdP""",Tweet,"""Twitter for iPhone""",0,0,"""""",English,"""1501722053396729857""","""⚜️ Gizmo ⚜️""",RICHARD71287151,"""⚓️ USN Vet 🇺🇸 No Nonsense Pronounced 🇺🇦""",Non-Verified,https://twitter.com/RICHARD71287151,190,475,"10-Mar-2022 00:50:29"
"""1560226023517868032""",https://twitter.com/yocibou/status/1560226023517868032,"18 Aug 2022 11:24:06","""⚡️☢️🎞️ RF MoD #Video Statement about #ZaporozhyeNPP⚡️
On August 19, the Kiev regime is preparing another provocation at #Zaporozhye #NPP during the visit of #UN Secretary-General António Guterres to #Ukraine ...
https://t.co/d9YpGcSFtz /@mod_russia_en/
#UkraineWarNews #UkraineWar https://t.co/eq4iiAVfAv""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""374490485""","""よしぼ～""",yocibou,"""新聞・テレビは真実を伝えよ！
小沢一郎に仕事をさせろ！""",Non-Verified,https://twitter.com/yocibou,4823,3656,"16-Sep-2011 12:11:52"
"""1560225923894771712""",https://twitter.com/Thewarzone7/status/1560225923894771712,"18 Aug 2022 11:23:42","""The training of anti-aircraft missile troops,who will strengthen the combat services of short and medium range anti-aircraft missile systems deployed in the north-eastern direction, has been completed. The combat coordination of anti-aircraft missile units #UkraineWar #Ukraine️ https://t.co/4JDBBLFPWV""",Tweet,"""Twitter for iPhone""",0,1,"""""",English,"""1074983235552079872""","""WAR ZONE""",Thewarzone7,"""https://youtube.com/channel/UCBpY8iMdoqPfiPUW0TL_yUg""",Non-Verified,https://twitter.com/Thewarzone7,121,468,"18-Dec-2018 11:02:30"
"""1560225894433579009""",https://twitter.com/KlaasPompstra/status/1560225894433579009,"18 Aug 2022 11:23:35","""Ukrainian drone destroying a Russian t72b3 with a precise drop. @Rebel44CZ #UkraineWar #UkraineRussiaWar #Ukraine https://t.co/ZwOw0RN0i3""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""109796666""","""Klaas Pompstra 🇺🇦""",KlaasPompstra,"""Cost Engineer @ NIMAS B.V. for governmental organisations and civil consultant companies""",Non-Verified,https://twitter.com/KlaasPompstra,824,5001,"30-Jan-2010 08:37:49"
"""1560225739076771840""",https://twitter.com/OBK79/status/1560225739076771840,"18 Aug 2022 11:22:58","""The platoon from Kyiv whereabouts, of 18 soldiers, split into 4 squads.

They don't have a single vehicle to carry their equipment, to do their job effectively and efficiently!

They're in need of x4 solid pick up trucks!

Support them on PayPal:

parketik19@gmail.com

#Ukraine https://t.co/YdyZwmVBYp""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""476102969""","""The Angry Zombie Surgeon, Djuma teleport 💉💉 💛💙""",OBK79,"""Orthopaedic surgeon with a Knack. Surviving more than 16 years of wearing a surgical mask 8 hours a day. Putin trolls, IHU fan boys and anti-vaxxers not welcome""",Non-Verified,https://twitter.com/OBK79,301,206,"27-Jan-2012 19:35:27"
"""1560225608537604097""",https://twitter.com/rajvyavastha/status/1560225608537604097,"18 Aug 2022 11:22:27","""A mum has shared a SHOCKING CLIP of her training her five-year-old son in how to prepare for an ACTIVE SHOOTER ahead of him starting nursery.

#children #parenting #backtoschool #saftey #America #USA #TikTok #shorts #UkraineWar #school #Scholz #rajvyavastha https://t.co/J7GI3YDYVG""",Tweet,"""Twitter for Android""",0,0,"""""",English,"""1300072064494125057""","""RajVyavastha""",rajvyavastha,"""Digital Media company
Reels l Latest news l viral video l Bollywood l politics""",Non-Verified,https://twitter.com/rajvyavastha,56,348,"30-Aug-2020 14:05:20"
"""1560225592410140672""",https://twitter.com/SHENGCHILIN1/status/1560225592410140672,"18 Aug 2022 11:22:23","""🇹🇼 Taiwan donates 800 combat drones (Revolver 860) to 🇺🇦Ukraine.
#Russian #Rusia #Ukraine #ukraina #UkraineWar  #UkraineRussiaWar https://t.co/cqJwKTTSHs""",ReTweet,"""Twitter for iPad""",0,0,"""""",English,"""1452288755100897280""","""SHENG CHI LIN""",SHENGCHILIN1,"""""",Non-Verified,https://twitter.com/SHENGCHILIN1,0,13,"24-Oct-2021 15:00:20"
"""1560225381680119808""",https://twitter.com/HeliosRunner/status/1560225381680119808,"18 Aug 2022 11:21:33","""The platoon from Kyiv whereabouts, of 18 soldiers, split into 4 squads.

They don't have a single vehicle to carry their equipment, to do their job effectively and efficiently!

They're in need of x4 solid pick up trucks!

Support them on PayPal:

parketik19@gmail.com

#Ukraine https://t.co/YdyZwmVBYp""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""1463777306539868162""","""J. comme JéJé 🇫🇷 🇺🇦 #UkraineMap""",HeliosRunner,"""J'avais pris un nv compte pour me détendre..
Mais quand je vois ts ces réacs, conspi & révisionnistes... va être dur.
Cartes, réflexions & Analyses.. parfois.""",Non-Verified,https://twitter.com/HeliosRunner,6486,287,"25-Nov-2021 07:52:27"
"""1560225193808855041""",https://twitter.com/IurasVictor/status/1560225193808855041,"18 Aug 2022 11:20:48","""#Ukraine #ArmUkraineNow  #UkraineWar""",Tweet,"""Twitter for Android""",0,0,"""""",qht,"""1204804619555217408""","""Viktor BW""",IurasVictor,"""Jeder zerstörte russische Panzer, abgeschossene MIG, verschrottete Raketenwerfer und jedes kampfunfähige Bataillon erhöht auf Jahre hinaus unsere Sicherheit.""",Non-Verified,https://twitter.com/IurasVictor,49,836,"11-Dec-2019 16:47:12"
"""1560225181464928256""",https://twitter.com/navalhistorian/status/1560225181464928256,"18 Aug 2022 11:20:45","""Perhaps the most frequently ""purged"" Russian military officer in the #UkraineWar rumour mill, this report by @MarkJTrev of @Reuters, based on RIA reports, is the first time I've seen an actual, named successor to Black Sea Fleet commander, Adm Igor Osipov. https://t.co/WSxBZ7gWX1 https://t.co/DqXh22arxu""",Tweet,"""Twitter Web App""",10,88,"""""",English,"""425774660""","""Dr Phil Weir""",navalhistorian,"""Historian, author and (occasional) broadcaster.
19th/20th Century naval history, particularly naval aviation. ""Dunkirk & the Little Ships"" out now @ShireBooks""",Non-Verified,https://twitter.com/navalhistorian,15707,635,"01-Dec-2011 12:16:46"
"""1560225149345222658""",https://twitter.com/shiroan029/status/1560225149345222658,"18 Aug 2022 11:20:37","""Ukrainian doctors report the current situation, such as damage to the local medical system, in Tokyo 
ウクライナの医師らが都内で現地の医療態勢の被害など現状報告 https://t.co/M0gc2qRHDb
#Japan #Ukraine #Ukrainian #UkraineWar https://t.co/31aV46FXxq""",ReTweet,"""Twitter for Android""",0,0,"""""",Japanese,"""1498545569127866369""","""しろあん…🕊""",shiroan029,"""令和4年7月8日(金)安倍晋三元総理大臣が凶弾に倒れました。謹んでお悔やみ申し上げます。
※参政党・日本第一党・維新・公明党・れいわ等、プロフィールも読めない失礼なフォロワーは要りません！

※基本的にフォロワー募集はしておりません！申し訳ありませんが負担になるのでブロックさせて頂きます！(2022年7月)""",Non-Verified,https://twitter.com/shiroan029,116,361,"01-Mar-2022 06:28:14"
"""1560225111743012866""",https://twitter.com/alanisalegend/status/1560225111743012866,"18 Aug 2022 11:20:28","""😼😼😼UPDATE: 18 August 2022  🛻🚀🚀
Übersicht / Overview 🇩🇪 weapons + support for 🇺🇦 

Below ⬇️🧵:
- All sources 👁️
- Change log  📝
- Questions &amp; answers ⁉️

- Please let me know if you find an error or have a question 🔎❓

#UkraineWar #Ukraine #Waffenlieferungen #Ampel #SPD https://t.co/qlUn9Qmv49""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""1226115304348160001""","""HE IS A LEGEND 🇩🇪🇪🇺🇺🇦""",alanisalegend,"""""",Non-Verified,https://twitter.com/alanisalegend,13,18,"08-Feb-2020 12:07:25"
"""1560224974077677576""",https://twitter.com/moreclawsplease/status/1560224974077677576,"18 Aug 2022 11:19:56","""""-I don't wanna, i don't wanna!
 -That's ok, you'll just have a talk.""
.
#ukrainewar #rusianinvasion #putincaricature #erdogancaricature #ukrainecaricature #zelenskiycaricature #dunakovskiycaricature #zelenskiy #caricature #путинкарикатура #ердоганкарикатура https://t.co/i0SMOgAqo1""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1551771712559136768""","""olha🇺🇦""",moreclawsplease,"""мирного рішення не буде🔪
ukr/eng""",Non-Verified,https://twitter.com/moreclawsplease,3,34,"26-Jul-2022 03:32:30"
"""1560224804652843009""",https://twitter.com/Eglantine99/status/1560224804652843009,"18 Aug 2022 11:19:15","""The terrorists working for #Ukraine in #Crimea have been apprehended.

#UkraineWar #RussiaUkraineWar #UkraineRussianWar #RussianArmy #Kharkiv #Zaporizhzhia #kherson #UkraineWillWin #Zaporizhzhia #russiaisateroriststate #HIMARS
#UkrainianRussianWar #Kharkov
#Avdiivka #bakhmut""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""240792152""","""Jill 💙""",Eglantine99,"""For a Green Lexit, NHS, workers' rights, renationalisation, decent standard of living & justice for all. Love nature, music, animals, dancing & twitter""",Non-Verified,https://twitter.com/Eglantine99,2503,3430,"20-Jan-2011 19:13:54"
"""1560224715297669121""",https://twitter.com/patriotmary4/status/1560224715297669121,"18 Aug 2022 11:18:54","""Sometimes the historical TRUTH is problematic in trying to push the narrative.                              #WEFpuppet #UkraineWar #NewWorldOrder https://t.co/7lTeiDrrFn""",ReTweet,"""Twitter for iPhone""",0,0,"""""",English,"""1520465227183276034""","""Mary❤️🇺🇸""",patriotmary4,"""Patriot MAGA Love Potus 45 Freedom fighter Save USA  started 2012 on Twitter.locked out of original account lost 25,000 followers purge battered but not beaten""",Non-Verified,https://twitter.com/patriotmary4,8539,7886,"30-Apr-2022 18:09:42"
"""1560224503959113729""",https://twitter.com/euras0/status/1560224503959113729,"18 Aug 2022 11:18:03","""😼😼😼UPDATE: 18 August 2022  🛻🚀🚀
Übersicht / Overview 🇩🇪 weapons + support for 🇺🇦 

Below ⬇️🧵:
- All sources 👁️
- Change log  📝
- Questions &amp; answers ⁉️

- Please let me know if you find an error or have a question 🔎❓

#UkraineWar #Ukraine #Waffenlieferungen #Ampel #SPD https://t.co/qlUn9Qmv49""",ReTweet,"""Twitter for iPhone""",0,0,"""""",English,"""1643659700""","""Jeff T. Sane""",euras0,"""Strassenphilosoph. Menschen, Tiere, Politik und Gerechtigkeit.
Street philosopher. Humans, animals, politics and justice.
FCKNAZIS
srsly""",Non-Verified,https://twitter.com/euras0,1004,2049,"03-Aug-2013 21:07:20"
"""1560224493964066817""",https://twitter.com/crypt0nerd/status/1560224493964066817,"18 Aug 2022 11:18:01","""Ukrainian journalist Volodymyr Zolkin asks a captured Russian soldier what his life is like at home. Everything is exactly as you would expect.
 #UkraineWar #StandWithUkraine #UkraineWillWin https://t.co/9GIzfkWBZ3""",Tweet,"""Twitter Web App""",0,0,"""""",English,"""2811503900""","""Crypto Barbossa 🇺🇦""",crypt0nerd,"""crypto kid from Ukraine""",Non-Verified,https://twitter.com/crypt0nerd,116,298,"15-Sep-2014 15:26:59"
"""1560224383964258306""",https://twitter.com/ScottLucas_EA/status/1560224383964258306,"18 Aug 2022 11:17:35","""At least 12 people killed in and near #Kharkiv city in past 24 hours by #Russia strikes on residential buildings

#UkraineWar""",Tweet,"""Twitter Web App""",1,0,"""""",English,"""17230082""","""Scott Lucas""",ScottLucas_EA,"""Founder @EA_WorldView. Co-Founder @AmericaUnfltrd/@Dive_Politics. Prof Emeritus @UniBirmingham. Associate, @Clinton_InstUCD. Political analyst on TV and radio.""",Non-Verified,https://twitter.com/ScottLucas_EA,11465,5986,"07-Nov-2008 12:20:59"
"""1560224165885489152""",https://twitter.com/DH_Malayalam/status/1560224165885489152,"18 Aug 2022 11:16:43","""പത്ത് പ്രസവിച്ചാല്‍ രൂപ പന്ത്രണ്ട് ലക്ഷം തരാം, സ്ത്രീകള്‍ക്ക് പുതിയ ഓഫറുമായി പുട്ടിന്‍!!
#Russia #Russian #Russians #Putin #RussiaUkraineWar #UkraineRussiaWar #UkraineWar #UkraineRussia 
https://t.co/CvYOMO7g1n""",Tweet,"""Twitter Web App""",0,0,"""""",ml,"""2975767128""","""Dailyhunt Malayalam""",DH_Malayalam,"""ഏറ്റവും പുതിയ വാർത്തകൾ ഞൊടിയിടയിൽ വിരൽത്തുമ്പിൽ!! ഡൗണ്‍ലോഡ് ചെയ്യൂ ""ഡെയിലിഹണ്ട്""""",Verified,https://twitter.com/DH_Malayalam,3069,311,"12-Jan-2015 05:17:50"
"""1560224159359279104""",https://twitter.com/Jopesh/status/1560224159359279104,"18 Aug 2022 11:16:41","""Dream #204
Stop Putin

I dream of someone stopping Putin one day.

Arina, 11 years old, Kryvyi Rih.

You can help a dream come true here: https://t.co/0FcnBYsUl9

#NFT #NFTCommunity #ETH #Charity #Ukraine #StandWithUkraine #UkraineWar #OpenSeaNFT #OpenSeaCommunity #OpenSea https://t.co/suC80utTmT""",ReTweet,"""Twitter for iPhone""",0,0,"""""",English,"""20423314""","""Joe Roberts""",Jopesh,"""""",Non-Verified,https://twitter.com/Jopesh,3,194,"09-Feb-2009 08:30:02"
"""1560223995747864577""",https://twitter.com/swflwarrior/status/1560223995747864577,"18 Aug 2022 11:16:02","""Article Link: https://t.co/tGnflnl6a0 
Scientists simulate spread of radiation in case of accident at Zaporizhzhia Nuclear Power Plant

Please Follow us to help the people of Ukraine 

#ukrainewar #ukraine #war #army #military  #specialforces #russia #nato #donetsk #soldiers #ukr""",Tweet,"""Zapier.com""",0,1,"""""",English,"""1513263953907961860""","""SWFL Warriors""",swflwarrior,"""Volunteers in The Ukraine War!
Currently raising funds & taking donations for Combat Medical Equipment, Armor, CBRN Gear & more! Please help us help Ukraine!""",Non-Verified,https://twitter.com/swflwarrior,200,2,"10-Apr-2022 21:13:50"
"""1560223987732738048""",https://twitter.com/ValeryKosta/status/1560223987732738048,"18 Aug 2022 11:16:00","""#RussiaIsATerroristState 
#Ukraine #UkraineWar""",Tweet,"""Twitter for Android""",0,1,"""""",qht,"""1474578748926169092""","""Valery 🇺🇦""",ValeryKosta,"""The life will prevail over death,
and light - over darkness""",Non-Verified,https://twitter.com/ValeryKosta,66,49,"25-Dec-2021 03:12:56"
"""1560223962281426944""",https://twitter.com/SilentDPro1992/status/1560223962281426944,"18 Aug 2022 11:15:54","""""President Joe Biden signs the Inflation Reduction Act into law.""  Still no #GeorgeFloydAct nor #ReparationsNow, in the midst of #AsianHateCrimeLaw &amp; $40B in #Military aid to #UkraineWar vs #Russia. I think #DEMONcrats believe #Reparations loses white's 🗳""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""179659318""","""Silent D Prod""",SilentDPro1992,"""I'm just a blq man in this crazy world.  #B1 #Melanated #YoungManOldSoul #HappyandNappy #OldSkoolMusic #Anime #Petty247365 #Aquarius""",Non-Verified,https://twitter.com/SilentDPro1992,804,2251,"17-Aug-2010 20:49:33"
"""1560223924440424448""",https://twitter.com/JuliaPankovaUA/status/1560223924440424448,"18 Aug 2022 11:15:45","""""-I don't wanna, i don't wanna!
 -That's ok, you'll just have a talk.""
.
#ukrainewar #rusianinvasion #putincaricature #erdogancaricature #ukrainecaricature #zelenskiycaricature #dunakovskiycaricature #zelenskiy #caricature #путинкарикатура #ердоганкарикатура https://t.co/i0SMOgAqo1""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1525474568139309059""","""Julia Pankova 🇺🇦""",JuliaPankovaUA,"""в мирний час спеціаліст з якості руху людини, місто Дніпро 🇺🇦 a specialist in the quality of human movement, Dnipro 🇺🇦""",Non-Verified,https://twitter.com/JuliaPankovaUA,7,107,"14-May-2022 13:54:47"
"""1560223807432003586""",https://twitter.com/hephaistos_ai/status/1560223807432003586,"18 Aug 2022 11:15:17","""#UkraineWar, #Covid combat, all things considered, the upside risks still dominate the #coppermarket in the next quarter. Analysts expect copper to average around US$10,000 in the next quarter.

Continue reading: https://t.co/sLg6qA0oJa

#TSX #TSXV $ANK $ANK.V #OTC #OTCQB $ANKOF https://t.co/Nw8eNMGTRG""",ReTweet,"""Hephaistos bot""",0,0,"""""",English,"""1151202637582348294""","""Héphaïstos""",hephaistos_ai,"""Héphaïstos has won 5 competitions and is frequently cited in press articles for its innovative character and its solutions.
Follow on Instagram- @hephaistos_ai""",Non-Verified,https://twitter.com/hephaistos_ai,4238,207,"16-Jul-2019 18:51:11"
"""1560223785160409088""",https://twitter.com/AngkorResources/status/1560223785160409088,"18 Aug 2022 11:15:12","""#UkraineWar, #Covid combat, all things considered, the upside risks still dominate the #coppermarket in the next quarter. Analysts expect copper to average around US$10,000 in the next quarter.

Continue reading: https://t.co/sLg6qA0oJa

#TSX #TSXV $ANK $ANK.V #OTC #OTCQB $ANKOF https://t.co/Nw8eNMGTRG""",Tweet,"""Twitter for Android""",2,4,"""""",English,"""328244467""","""Angkor Resources Corp.""",AngkorResources,"""Angkor Resources (#TSXV: $ANK, #OTCQB: $ANKOF) is an established Canadian exploration company focused on Cambodia's gold and oil & gas potential. 🇰🇭""",Non-Verified,https://twitter.com/AngkorResources,2663,56,"03-Jul-2011 00:56:20"
"""1560223695569813505""",https://twitter.com/Mazurk34/status/1560223695569813505,"18 Aug 2022 11:14:51","""⚡️⚔️🎞️ #Ukrainian Militants make #RussianPropaganda⚡️
😼 And again the proof that there are #NoNazisInUkraine❕❗️ 🍻
https://t.co/d9YpGcSFtz
#UkraineWarNews #Report #UkraineRussiaWar #UkraineRussianWar #Ukrainekrieg #UkraineWar #Video #Videos https://t.co/rXL2hA9JJD""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""2453382019""","""🇫🇷🇵🇱Dégagez! les Hippies✈️🗺️👌🏼""",Mazurk34,"""🗺️cartographe🗺️ !
✈️ réémigration ✈️ !
contre Soros l'ennemi de l'Occident !""",Non-Verified,https://twitter.com/Mazurk34,3596,4831,"19-Apr-2014 16:04:34"
"""1560223620307496961""",https://twitter.com/Khinezhtoo/status/1560223620307496961,"18 Aug 2022 11:14:33","""Keep fighting 🇹🇼🇺🇦🇲🇲.
#UkraineWar 
#taiwan
#WhatsHappeningInMyanmar https://t.co/oGZMztoZo1""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""3161386525""","""Khine Zaw""",Khinezhtoo,"""""",Non-Verified,https://twitter.com/Khinezhtoo,27,167,"17-Apr-2015 16:08:33"
"""1560223602837839872""",https://twitter.com/hje2u7/status/1560223602837839872,"18 Aug 2022 11:14:29","""ビジュアルを見ろ。最高だ。わぁ、始発のもの。비쥬얼봐라. 죽이네 와 시발것
#UkraineWar 

한국에선 쓰레기 중국산김치 먹는다 https://t.co/7XqD5rXnag""",Tweet,"""Twitter Web App""",0,0,"""""",Japanese,"""1435561599893315586""","""여성가족부(ISFP-T(Ludwig (Josef Johann) Wittgenstein""",hje2u7,"""""생각하지 말라.단순히 보라.""",Non-Verified,https://twitter.com/hje2u7,6,18,"08-Sep-2021 11:15:59"
"""1560223582067666945""",https://twitter.com/Myself__Pavan/status/1560223582067666945,"18 Aug 2022 11:14:24","""Phoenix rising from the ashes (3) #Mariupol 
130,000 square meters of housing will be built in Mariupol. 
A brand new train station coming up
the Cabal media dont want you to see this
#UkraineRussiaWar #UkraineWar #Ukraine️ https://t.co/78rXBHCqFd""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1558004465063514114""","""Nanu""",Myself__Pavan,"""""",Non-Verified,https://twitter.com/Myself__Pavan,4,108,"12-Aug-2022 08:16:38"
